'Level of description','Identifier','Title','Date','Description','Format','Rights','Contributor','Collection identifier','Collection title','Published online?',MulMultiMediaRefLocal_1,URL
Sub-item,2008.0045.00323,Press cuttings of Shell product advertising [4 of many],1962-1964,Previous Control Number: ID 335 Shell 2-stroke Pre-mix. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5052,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00323
Sub-item,2008.0045.00324,Press cuttings of Shell product advertising [5 of many],1962-1964,Previous Control Number: ID 335 Shell research helps your car give more miles-per-gallon. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5053,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00324
Sub-item,2008.0045.00325,Press cuttings of Shell product advertising [6 of many],1962-1964,Previous Control Number: ID 335 Which of these is for your car? Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5054,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00325
Sub-item,2008.0045.00326,Press cuttings of Shell product advertising [7 of many],1962-1964,Previous Control Number: ID 335 Which of these is for your car? Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5057,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00326
Sub-item,2008.0045.00327,Press cuttings of Shell product advertising [8 of many],1962-1964,Previous Control Number: ID 335 Like to drive to the moon? Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5058,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00327
Sub-item,2008.0045.00328,Press cuttings of Shell product advertising [9 of many],1962-1964,Previous Control Number: ID 335 Like to drive to the moon? Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5059,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00328
Sub-item,2008.0045.00329,Press cuttings of Shell product advertising [10 of many],1962-1964,Previous Control Number: ID 335 Getting the bird. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5060,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00329
Sub-item,2008.0045.00330,Press cuttings of Shell product advertising [11 of many],1962-1964,Previous Control Number: ID 335 Tests reveal inside story of oil behaviour in your car. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5061,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00330
Sub-item,2008.0045.00331,Press cuttings of Shell product advertising [12 of many],1962-1964,Previous Control Number: ID 335 More than meets the eye. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5062,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00331
Sub-item,2008.0045.00332,Press cuttings of Shell product advertising [13 of many],1962-1964,Previous Control Number: ID 335 It boils on ice - and gives cold cars a start. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5063,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00332
Sub-item,2008.0045.00333,Press cuttings of Shell product advertising [14 of many],7-Jul-62,Previous Control Number: ID 335 Weird electron pictures help your car. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5064,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00333
Sub-item,2008.0045.00334,Press cuttings of Shell product advertising [15 of many],1962-1964,Previous Control Number: ID 335 What makes the Fyrside tick? Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5066,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00334
Sub-item,2008.0045.00335,Press cuttings of Shell product advertising [16 of many],27-Jul-62,Previous Control Number: ID 335 Knock can hit your car engine with road-drill force. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5078,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00335
Sub-item,2008.0045.00336,Press cuttings of Shell product advertising [17 of many],30-Jul-62,"Previous Control Number: ID 335 Fill her up she'll take 10,000. Inscriptions: Shell Advt 1962-64",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5079,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00336
Sub-item,2008.0045.00337,Press cuttings of Shell product advertising [18 of many],Jul-62,Previous Control Number: ID 335 Shell petrol and oil prove their quality in Austin freeway's record-breaking run. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5080,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00337
Sub-item,2008.0045.00338,Press cuttings of Shell product advertising [19 of many],17-Aug-62,Previous Control Number: ID 335 Power in Petrol. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5097,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00338
Sub-item,2008.0045.00339,Press cuttings of Shell product advertising [20 of many],1962-1964,Previous Control Number: ID 335 Destination: Moon. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5107,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00339
Sub-item,2008.0045.00340,Press cuttings of Shell product advertising [21 of many],1962-1964,Previous Control Number: ID 335 Power in Petrol. Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5115,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00340
Sub-item,2008.0045.00341,Press cuttings of Shell product advertising [22 of many],1962-1964,Previous Control Number: ID 335 ...without Shell's assistance it would not have been possible for the racing car to reach its present stage of development... Inscriptions: Shell Advt 1962-64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,5184,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00341
